FishTaxa	Latitude83	Longitude83	SITEYR
MARGINED MADTOM	39.31618	-76.80188	PATL-510-X-2016
NORTHERN HOGSUCKER	39.31618	-76.80188	PATL-510-X-2016
REDBREAST SUNFISH	39.31618	-76.80188	PATL-510-X-2016
ROCK BASS	39.31618	-76.80188	PATL-510-X-2016
BLUNTNOSE MINNOW	39.31618	-76.80188	PATL-510-X-2016
BLUNTNOSE MINNOW	39.33199	-76.87123	PATL-511-X-2010
NORTHERN HOGSUCKER	39.33199	-76.87123	PATL-511-X-2010
SPOTFIN SHINER	39.33199	-76.87123	PATL-511-X-2010
RIVER CHUB	39.33199	-76.87123	PATL-511-X-2010
SHIELD DARTER	39.33199	-76.87123	PATL-511-X-2010
TESSELLATED DARTER	39.33199	-76.87123	PATL-511-X-2010
BLUE RIDGE SCULPIN	39.33199	-76.87123	PATL-511-X-2010
SMALLMOUTH BASS	39.33199	-76.87123	PATL-511-X-2010
REDBREAST SUNFISH	39.33199	-76.87123	PATL-511-X-2010
CUTLIP MINNOW	39.33199	-76.87123	PATL-511-X-2010
YELLOW BULLHEAD	39.33199	-76.87123	PATL-511-X-2010
WHITE SUCKER	39.33199	-76.87123	PATL-511-X-2010
AMERICAN EEL	39.33199	-76.87123	PATL-511-X-2010
MARGINED MADTOM	39.33199	-76.87123	PATL-511-X-2010
LONGNOSE DACE	39.33199	-76.87123	PATL-511-X-2010
ROCK BASS	39.33199	-76.87123	PATL-511-X-2010
SWALLOWTAIL SHINER	39.33199	-76.87123	PATL-511-X-2010
CENTRAL STONEROLLER	39.33199	-76.87123	PATL-511-X-2010
GREEN SUNFISH	39.33199	-76.87123	PATL-511-X-2010
COMMON SHINER	39.33199	-76.87123	PATL-511-X-2010
MARGINED MADTOM	39.33199	-76.87123	PATL-511-X-2011
SMALLMOUTH BASS	39.33199	-76.87123	PATL-511-X-2011
WHITE SUCKER	39.33199	-76.87123	PATL-511-X-2011
CENTRAL STONEROLLER	39.33199	-76.87123	PATL-511-X-2011
NORTHERN HOGSUCKER	39.33199	-76.87123	PATL-511-X-2011
BLUEGILL	39.33199	-76.87123	PATL-511-X-2011
YELLOW BULLHEAD	39.33199	-76.87123	PATL-511-X-2011
LONGNOSE DACE	39.33199	-76.87123	PATL-511-X-2011
CUTLIP MINNOW	39.33199	-76.87123	PATL-511-X-2011
ROCK BASS	39.33199	-76.87123	PATL-511-X-2011
RIVER CHUB	39.33199	-76.87123	PATL-511-X-2011
ROSYFACE SHINER	39.33199	-76.87123	PATL-511-X-2011
SWALLOWTAIL SHINER	39.33199	-76.87123	PATL-511-X-2011
GREEN SUNFISH	39.33199	-76.87123	PATL-511-X-2011
BLUE RIDGE SCULPIN	39.33199	-76.87123	PATL-511-X-2011
REDBREAST SUNFISH	39.33199	-76.87123	PATL-511-X-2011
TESSELLATED DARTER	39.33199	-76.87123	PATL-511-X-2011
SATINFIN SHINER	39.33199	-76.87123	PATL-511-X-2011
AMERICAN EEL	39.33199	-76.87123	PATL-511-X-2011
SPOTFIN SHINER	39.33199	-76.87123	PATL-511-X-2011
BLUNTNOSE MINNOW	39.33199	-76.87123	PATL-511-X-2011
ROCK BASS	39.33199	-76.87123	PATL-511-X-2012
COMMON SHINER	39.33199	-76.87123	PATL-511-X-2012
SMALLMOUTH BASS	39.33199	-76.87123	PATL-511-X-2012
BLACKNOSE DACE	39.33199	-76.87123	PATL-511-X-2012
BLUNTNOSE MINNOW	39.33199	-76.87123	PATL-511-X-2012
CUTLIP MINNOW	39.33199	-76.87123	PATL-511-X-2012
SWALLOWTAIL SHINER	39.33199	-76.87123	PATL-511-X-2012
RIVER CHUB	39.33199	-76.87123	PATL-511-X-2012
AMERICAN EEL	39.33199	-76.87123	PATL-511-X-2012
MARGINED MADTOM	39.33199	-76.87123	PATL-511-X-2012
BLUEGILL	39.33199	-76.87123	PATL-511-X-2012
REDBREAST SUNFISH	39.33199	-76.87123	PATL-511-X-2012
LONGNOSE DACE	39.33199	-76.87123	PATL-511-X-2012
LARGEMOUTH BASS	39.33199	-76.87123	PATL-511-X-2012
CENTRAL STONEROLLER	39.33199	-76.87123	PATL-511-X-2012
SPOTTAIL SHINER	39.33199	-76.87123	PATL-511-X-2012
GREEN SUNFISH	39.33199	-76.87123	PATL-511-X-2012
WHITE SUCKER	39.33199	-76.87123	PATL-511-X-2012
SATINFIN SHINER	39.33199	-76.87123	PATL-511-X-2012
SPOTFIN SHINER	39.33199	-76.87123	PATL-511-X-2012
BLUE RIDGE SCULPIN	39.33199	-76.87123	PATL-511-X-2012
CREEK CHUB	39.33199	-76.87123	PATL-511-X-2012
NORTHERN HOGSUCKER	39.33199	-76.87123	PATL-511-X-2012
SHIELD DARTER	39.33199	-76.87123	PATL-511-X-2012
TESSELLATED DARTER	39.33199	-76.87123	PATL-511-X-2012
YELLOW BULLHEAD	39.33199	-76.87123	PATL-511-X-2012
WHITE SUCKER	39.33199	-76.87123	PATL-511-X-2013
CUTLIP MINNOW	39.33199	-76.87123	PATL-511-X-2013
BLUEGILL	39.33199	-76.87123	PATL-511-X-2013
REDBREAST SUNFISH	39.33199	-76.87123	PATL-511-X-2013
ROCK BASS	39.33199	-76.87123	PATL-511-X-2013
MARGINED MADTOM	39.33199	-76.87123	PATL-511-X-2013
NORTHERN HOGSUCKER	39.33199	-76.87123	PATL-511-X-2013
BLUE RIDGE SCULPIN	39.33199	-76.87123	PATL-511-X-2013
SMALLMOUTH BASS	39.33199	-76.87123	PATL-511-X-2013
CYPRINELLA SP.	39.33199	-76.87123	PATL-511-X-2013
AMERICAN EEL	39.33199	-76.87123	PATL-511-X-2013
TESSELLATED DARTER	39.33199	-76.87123	PATL-511-X-2013
CENTRAL STONEROLLER	39.33199	-76.87123	PATL-511-X-2013
SHIELD DARTER	39.33199	-76.87123	PATL-511-X-2013
CREEK CHUB	39.33199	-76.87123	PATL-511-X-2013
RIVER CHUB	39.33199	-76.87123	PATL-511-X-2013
BLACKNOSE DACE	39.33199	-76.87123	PATL-511-X-2013
LONGNOSE DACE	39.33199	-76.87123	PATL-511-X-2013
LARGEMOUTH BASS	39.33199	-76.87123	PATL-511-X-2013
BLUNTNOSE MINNOW	39.33199	-76.87123	PATL-511-X-2013
PUMPKINSEED	39.33199	-76.87123	PATL-511-X-2013
YELLOW BULLHEAD	39.33199	-76.87123	PATL-511-X-2013
SWALLOWTAIL SHINER	39.33199	-76.87123	PATL-511-X-2013
GREEN SUNFISH	39.33199	-76.87123	PATL-511-X-2013
COMMON SHINER	39.33199	-76.87123	PATL-511-X-2014
RIVER CHUB	39.33199	-76.87123	PATL-511-X-2014
BLUNTNOSE MINNOW	39.33199	-76.87123	PATL-511-X-2014
SPOTTAIL SHINER	39.33199	-76.87123	PATL-511-X-2014
ROSYFACE SHINER	39.33199	-76.87123	PATL-511-X-2014
SMALLMOUTH BASS	39.33199	-76.87123	PATL-511-X-2014
TESSELLATED DARTER	39.33199	-76.87123	PATL-511-X-2014
ROCK BASS	39.33199	-76.87123	PATL-511-X-2014
GREEN SUNFISH	39.33199	-76.87123	PATL-511-X-2014
SWALLOWTAIL SHINER	39.33199	-76.87123	PATL-511-X-2014
CUTLIP MINNOW	39.33199	-76.87123	PATL-511-X-2014
SHIELD DARTER	39.33199	-76.87123	PATL-511-X-2014
CREEK CHUB	39.33199	-76.87123	PATL-511-X-2014
LONGNOSE DACE	39.33199	-76.87123	PATL-511-X-2014
WHITE SUCKER	39.33199	-76.87123	PATL-511-X-2014
BLUEGILL	39.33199	-76.87123	PATL-511-X-2014
REDBREAST SUNFISH	39.33199	-76.87123	PATL-511-X-2014
SATINFIN SHINER	39.33199	-76.87123	PATL-511-X-2014
CENTRAL STONEROLLER	39.33199	-76.87123	PATL-511-X-2014
SPOTFIN SHINER	39.33199	-76.87123	PATL-511-X-2014
BLUE RIDGE SCULPIN	39.33199	-76.87123	PATL-511-X-2014
YELLOW BULLHEAD	39.33199	-76.87123	PATL-511-X-2014
AMERICAN EEL	39.33199	-76.87123	PATL-511-X-2014
MARGINED MADTOM	39.33199	-76.87123	PATL-511-X-2014
NORTHERN HOGSUCKER	39.33199	-76.87123	PATL-511-X-2014
SPOTTAIL SHINER	39.33199	-76.87123	PATL-511-X-2015
TESSELLATED DARTER	39.33199	-76.87123	PATL-511-X-2015
BLUNTNOSE MINNOW	39.33199	-76.87123	PATL-511-X-2015
GREEN SUNFISH	39.33199	-76.87123	PATL-511-X-2015
BLUEGILL	39.33199	-76.87123	PATL-511-X-2015
RIVER CHUB	39.33199	-76.87123	PATL-511-X-2015
MARGINED MADTOM	39.33199	-76.87123	PATL-511-X-2015
NORTHERN HOGSUCKER	39.33199	-76.87123	PATL-511-X-2015
COMMON SHINER	39.33199	-76.87123	PATL-511-X-2015
SWALLOWTAIL SHINER	39.33199	-76.87123	PATL-511-X-2015
LARGEMOUTH BASS	39.33199	-76.87123	PATL-511-X-2015
SMALLMOUTH BASS	39.33199	-76.87123	PATL-511-X-2015
REDBREAST SUNFISH	39.33199	-76.87123	PATL-511-X-2015
ROCK BASS	39.33199	-76.87123	PATL-511-X-2015
CUTLIP MINNOW	39.33199	-76.87123	PATL-511-X-2015
SATINFIN SHINER	39.33199	-76.87123	PATL-511-X-2015
CENTRAL STONEROLLER	39.33199	-76.87123	PATL-511-X-2015
SHIELD DARTER	39.33199	-76.87123	PATL-511-X-2015
SPOTFIN SHINER	39.33199	-76.87123	PATL-511-X-2015
AMERICAN EEL	39.33199	-76.87123	PATL-511-X-2015
BLACKNOSE DACE	39.33199	-76.87123	PATL-511-X-2015
LONGNOSE DACE	39.33199	-76.87123	PATL-511-X-2015
WHITE SUCKER	39.33199	-76.87123	PATL-511-X-2015
BLUE RIDGE SCULPIN	39.33199	-76.87123	PATL-511-X-2015
YELLOW BULLHEAD	39.33199	-76.87123	PATL-511-X-2016
CUTLIP MINNOW	39.33199	-76.87123	PATL-511-X-2016
WHITE SUCKER	39.33199	-76.87123	PATL-511-X-2016
REDBREAST SUNFISH	39.33199	-76.87123	PATL-511-X-2016
SMALLMOUTH BASS	39.33199	-76.87123	PATL-511-X-2016
SHIELD DARTER	39.33199	-76.87123	PATL-511-X-2016
MARGINED MADTOM	39.33199	-76.87123	PATL-511-X-2016
ROCK BASS	39.33199	-76.87123	PATL-511-X-2016
SWALLOWTAIL SHINER	39.33199	-76.87123	PATL-511-X-2016
RIVER CHUB	39.33199	-76.87123	PATL-511-X-2016
AMERICAN EEL	39.33199	-76.87123	PATL-511-X-2016
CENTRAL STONEROLLER	39.33199	-76.87123	PATL-511-X-2016
LONGNOSE DACE	39.33199	-76.87123	PATL-511-X-2016
LARGEMOUTH BASS	39.33199	-76.87123	PATL-511-X-2016
CYPRINELLA SP.	39.33199	-76.87123	PATL-511-X-2016
COMMON SHINER	39.33199	-76.87123	PATL-511-X-2016
SPOTFIN SHINER	39.33199	-76.87123	PATL-511-X-2016
BLUNTNOSE MINNOW	39.33199	-76.87123	PATL-511-X-2016
BLUE RIDGE SCULPIN	39.33199	-76.87123	PATL-511-X-2016
NORTHERN HOGSUCKER	39.33199	-76.87123	PATL-511-X-2016
BLUEGILL	39.33199	-76.87123	PATL-511-X-2016
TESSELLATED DARTER	39.33199	-76.87123	PATL-511-X-2016
GREEN SUNFISH	39.24657	-76.76376	PATL-515-X-2014
SMALLMOUTH BASS	39.24657	-76.76376	PATL-515-X-2014
TESSELLATED DARTER	39.24657	-76.76376	PATL-515-X-2014
LEPOMIS HYBRID	39.24657	-76.76376	PATL-515-X-2014
AMERICAN EEL	39.24657	-76.76376	PATL-515-X-2014
SWALLOWTAIL SHINER	39.24657	-76.76376	PATL-515-X-2014
BLUNTNOSE MINNOW	39.24657	-76.76376	PATL-515-X-2014
SPOTFIN SHINER	39.24657	-76.76376	PATL-515-X-2014
REDBREAST SUNFISH	39.24657	-76.76376	PATL-515-X-2014
SEA LAMPREY	39.24657	-76.76376	PATL-515-X-2014
NORTHERN HOGSUCKER	39.24657	-76.76376	PATL-515-X-2014
YELLOW BULLHEAD	39.24657	-76.76376	PATL-515-X-2014
MARGINED MADTOM	39.24657	-76.76376	PATL-515-X-2014
ROCK BASS	39.24657	-76.76376	PATL-515-X-2014
BANDED KILLIFISH	39.24657	-76.76376	PATL-515-X-2014
BLUEGILL	39.24657	-76.76376	PATL-515-X-2014
SATINFIN SHINER	39.24657	-76.76376	PATL-515-X-2014
WHITE SUCKER	39.24657	-76.76376	PATL-515-X-2014
BANDED KILLIFISH	39.24657	-76.76376	PATL-515-X-2016
BLUNTNOSE MINNOW	39.24657	-76.76376	PATL-515-X-2016
BLUEGILL	39.24657	-76.76376	PATL-515-X-2016
CYPRINELLA SP.	39.24657	-76.76376	PATL-515-X-2016
GREEN SUNFISH	39.24657	-76.76376	PATL-515-X-2016
MARGINED MADTOM	39.24657	-76.76376	PATL-515-X-2016
YELLOW BULLHEAD	39.24657	-76.76376	PATL-515-X-2016
ROCK BASS	39.24657	-76.76376	PATL-515-X-2016
SWALLOWTAIL SHINER	39.24657	-76.76376	PATL-515-X-2016
REDBREAST SUNFISH	39.24657	-76.76376	PATL-515-X-2016
AMERICAN EEL	39.24657	-76.76376	PATL-515-X-2016
TESSELLATED DARTER	39.24657	-76.76376	PATL-515-X-2016
BLACKNOSE DACE	39.24738	-76.7565	PATL-516-X-2013
CENTRAL STONEROLLER	39.24738	-76.7565	PATL-516-X-2013
NORTHERN HOGSUCKER	39.24738	-76.7565	PATL-516-X-2013
MARGINED MADTOM	39.24738	-76.7565	PATL-516-X-2013
LONGNOSE DACE	39.24738	-76.7565	PATL-516-X-2013
GREEN SUNFISH	39.24738	-76.7565	PATL-516-X-2013
FALLFISH	39.24738	-76.7565	PATL-516-X-2013
REDBREAST SUNFISH	39.24738	-76.7565	PATL-516-X-2013
COMMON SHINER	39.24738	-76.7565	PATL-516-X-2013
BANDED KILLIFISH	39.24738	-76.7565	PATL-516-X-2013
BROWN BULLHEAD	39.24738	-76.7565	PATL-516-X-2013
BLUNTNOSE MINNOW	39.24738	-76.7565	PATL-516-X-2013
BLUE RIDGE SCULPIN	39.24738	-76.7565	PATL-516-X-2013
ROSYFACE SHINER	39.24738	-76.7565	PATL-516-X-2013
AMERICAN EEL	39.24738	-76.7565	PATL-516-X-2013
BLUEGILL	39.24738	-76.7565	PATL-516-X-2013
CUTLIP MINNOW	39.24738	-76.7565	PATL-516-X-2013
SATINFIN SHINER	39.24738	-76.7565	PATL-516-X-2013
RIVER CHUB	39.24738	-76.7565	PATL-516-X-2013
SPOTFIN SHINER	39.24738	-76.7565	PATL-516-X-2013
YELLOW PERCH	39.24738	-76.7565	PATL-516-X-2013
YELLOW BULLHEAD	39.24738	-76.7565	PATL-516-X-2013
WHITE SUCKER	39.24738	-76.7565	PATL-516-X-2013
WARMOUTH	39.24738	-76.7565	PATL-516-X-2013
TESSELLATED DARTER	39.24738	-76.7565	PATL-516-X-2013
STRIPED BASS	39.24738	-76.7565	PATL-516-X-2013
SPOTTAIL SHINER	39.24738	-76.7565	PATL-516-X-2013
SMALLMOUTH BASS	39.24738	-76.7565	PATL-516-X-2013
SHIELD DARTER	39.24738	-76.7565	PATL-516-X-2013
SEA LAMPREY	39.24738	-76.7565	PATL-516-X-2013
SWALLOWTAIL SHINER	39.24738	-76.7565	PATL-516-X-2013
ROCK BASS	39.24738	-76.7565	PATL-516-X-2013
AMERICAN EEL	39.24738	-76.7565	PATL-516-X-2014
NORTHERN HOGSUCKER	39.24738	-76.7565	PATL-516-X-2014
BLUEGILL	39.24738	-76.7565	PATL-516-X-2014
WHITE SUCKER	39.24738	-76.7565	PATL-516-X-2014
SHIELD DARTER	39.24738	-76.7565	PATL-516-X-2014
RIVER CHUB	39.24738	-76.7565	PATL-516-X-2014
LONGNOSE DACE	39.24738	-76.7565	PATL-516-X-2014
REDBREAST SUNFISH	39.24738	-76.7565	PATL-516-X-2014
LARGEMOUTH BASS	39.24738	-76.7565	PATL-516-X-2014
SMALLMOUTH BASS	39.24738	-76.7565	PATL-516-X-2014
MARGINED MADTOM	39.24738	-76.7565	PATL-516-X-2014
ROSYFACE SHINER	39.24738	-76.7565	PATL-516-X-2014
SWALLOWTAIL SHINER	39.24738	-76.7565	PATL-516-X-2014
SATINFIN SHINER	39.24738	-76.7565	PATL-516-X-2014
TESSELLATED DARTER	39.24738	-76.7565	PATL-516-X-2014
ROCK BASS	39.24738	-76.7565	PATL-516-X-2014
STRIPED BASS	39.24738	-76.7565	PATL-516-X-2014
GREEN SUNFISH	39.24738	-76.7565	PATL-516-X-2014
COMMON SHINER	39.24738	-76.7565	PATL-516-X-2014
SPOTFIN SHINER	39.24738	-76.7565	PATL-516-X-2014
SPOTTAIL SHINER	39.24738	-76.7565	PATL-516-X-2014
FALLFISH	39.24738	-76.7565	PATL-516-X-2014
BLUE RIDGE SCULPIN	39.24738	-76.7565	PATL-516-X-2014
BLUNTNOSE MINNOW	39.24738	-76.7565	PATL-516-X-2014
WHITE PERCH	39.24738	-76.7565	PATL-516-X-2014
LEPOMIS HYBRID	39.24738	-76.7565	PATL-516-X-2014
CENTRAL STONEROLLER	39.24738	-76.7565	PATL-516-X-2014
CUTLIP MINNOW	39.24738	-76.7565	PATL-516-X-2014
SPOTTAIL SHINER	39.24738	-76.7565	PATL-516-X-2015
SATINFIN SHINER	39.24738	-76.7565	PATL-516-X-2015
AMERICAN EEL	39.24738	-76.7565	PATL-516-X-2015
STRIPED BASS	39.24738	-76.7565	PATL-516-X-2015
FALLFISH	39.24738	-76.7565	PATL-516-X-2015
GREEN SUNFISH	39.24738	-76.7565	PATL-516-X-2015
ROSYFACE SHINER	39.24738	-76.7565	PATL-516-X-2015
SPOTFIN SHINER	39.24738	-76.7565	PATL-516-X-2015
BLUNTNOSE MINNOW	39.24738	-76.7565	PATL-516-X-2015
SMALLMOUTH BASS	39.24738	-76.7565	PATL-516-X-2015
CENTRAL STONEROLLER	39.24738	-76.7565	PATL-516-X-2015
YELLOW BULLHEAD	39.24738	-76.7565	PATL-516-X-2015
TESSELLATED DARTER	39.24738	-76.7565	PATL-516-X-2015
SWALLOWTAIL SHINER	39.24738	-76.7565	PATL-516-X-2015
BLUEGILL	39.24738	-76.7565	PATL-516-X-2015
BLUE RIDGE SCULPIN	39.24738	-76.7565	PATL-516-X-2015
SHIELD DARTER	39.24738	-76.7565	PATL-516-X-2015
WHITE SUCKER	39.24738	-76.7565	PATL-516-X-2015
REDBREAST SUNFISH	39.24738	-76.7565	PATL-516-X-2015
COMMON SHINER	39.24738	-76.7565	PATL-516-X-2015
CUTLIP MINNOW	39.24738	-76.7565	PATL-516-X-2015
LONGNOSE DACE	39.24738	-76.7565	PATL-516-X-2015
RIVER CHUB	39.24738	-76.7565	PATL-516-X-2015
BLACK CRAPPIE	39.24738	-76.7565	PATL-516-X-2015
ROCK BASS	39.24738	-76.7565	PATL-516-X-2015
MARGINED MADTOM	39.24738	-76.7565	PATL-516-X-2015
NORTHERN HOGSUCKER	39.24738	-76.7565	PATL-516-X-2015
YELLOW BULLHEAD	39.24738	-76.7565	PATL-516-X-2016
BLUE RIDGE SCULPIN	39.24738	-76.7565	PATL-516-X-2016
SHIELD DARTER	39.24738	-76.7565	PATL-516-X-2016
REDBREAST SUNFISH	39.24738	-76.7565	PATL-516-X-2016
CYPRINELLA SP.	39.24738	-76.7565	PATL-516-X-2016
BANDED KILLIFISH	39.24738	-76.7565	PATL-516-X-2016
AMERICAN EEL	39.24738	-76.7565	PATL-516-X-2016
BLUNTNOSE MINNOW	39.24738	-76.7565	PATL-516-X-2016
CENTRAL STONEROLLER	39.24738	-76.7565	PATL-516-X-2016
COMMON SHINER	39.24738	-76.7565	PATL-516-X-2016
CUTLIP MINNOW	39.24738	-76.7565	PATL-516-X-2016
WHITE SUCKER	39.24738	-76.7565	PATL-516-X-2016
CREEK CHUB	39.24738	-76.7565	PATL-516-X-2016
TESSELLATED DARTER	39.24738	-76.7565	PATL-516-X-2016
SWALLOWTAIL SHINER	39.24738	-76.7565	PATL-516-X-2016
STRIPED BASS	39.24738	-76.7565	PATL-516-X-2016
MARGINED MADTOM	39.24738	-76.7565	PATL-516-X-2016
SMALLMOUTH BASS	39.24738	-76.7565	PATL-516-X-2016
GREEN SUNFISH	39.24738	-76.7565	PATL-516-X-2016
ROSYFACE SHINER	39.24738	-76.7565	PATL-516-X-2016
RIVER CHUB	39.24738	-76.7565	PATL-516-X-2016
ROCK BASS	39.24738	-76.7565	PATL-516-X-2016
NORTHERN HOGSUCKER	39.24738	-76.7565	PATL-516-X-2016
LONGNOSE DACE	39.24738	-76.7565	PATL-516-X-2016
BLACKNOSE DACE	39.24738	-76.7565	PATL-516-X-2016
SEA LAMPREY	39.24738	-76.7565	PATL-516-X-2016
BLUEGILL	39.24738	-76.7565	PATL-516-X-2016
SPOTTAIL SHINER	39.24738	-76.7565	PATL-516-X-2016
YELLOW PERCH	39.24738	-76.7565	PATL-516-X-2016
SPOTTAIL SHINER	39.31603	-76.81097	PATL-517-X-2013
CREEK CHUB	39.31603	-76.81097	PATL-517-X-2013
CUTLIP MINNOW	39.31603	-76.81097	PATL-517-X-2013
LONGNOSE DACE	39.31603	-76.81097	PATL-517-X-2013
MARGINED MADTOM	39.31603	-76.81097	PATL-517-X-2013
SPOTFIN SHINER	39.31603	-76.81097	PATL-517-X-2013
YELLOW BULLHEAD	39.31603	-76.81097	PATL-517-X-2013
WHITE SUCKER	39.31603	-76.81097	PATL-517-X-2013
COMMON SHINER	39.31603	-76.81097	PATL-517-X-2013
SWALLOWTAIL SHINER	39.31603	-76.81097	PATL-517-X-2013
ROSYFACE SHINER	39.31603	-76.81097	PATL-517-X-2013
SMALLMOUTH BASS	39.31603	-76.81097	PATL-517-X-2013
SHIELD DARTER	39.31603	-76.81097	PATL-517-X-2013
ROCK BASS	39.31603	-76.81097	PATL-517-X-2013
RIVER CHUB	39.31603	-76.81097	PATL-517-X-2013
REDBREAST SUNFISH	39.31603	-76.81097	PATL-517-X-2013
NORTHERN HOGSUCKER	39.31603	-76.81097	PATL-517-X-2013
TESSELLATED DARTER	39.31603	-76.81097	PATL-517-X-2013
BLUNTNOSE MINNOW	39.31603	-76.81097	PATL-517-X-2013
BLUE RIDGE SCULPIN	39.31603	-76.81097	PATL-517-X-2013
BLACKNOSE DACE	39.31603	-76.81097	PATL-517-X-2013
BANDED KILLIFISH	39.31603	-76.81097	PATL-517-X-2013
AMERICAN EEL	39.31603	-76.81097	PATL-517-X-2013
CENTRAL STONEROLLER	39.31603	-76.81097	PATL-517-X-2013
SATINFIN SHINER	39.31603	-76.81097	PATL-517-X-2013
EASTERN MUDMINNOW	38.49265103	-76.55262933	PAXL-101-R-2004
PUMPKINSEED	38.49265103	-76.55262933	PAXL-101-R-2004
LEAST BROOK LAMPREY	38.49265103	-76.55262933	PAXL-101-R-2004
BLACKNOSE DACE	38.49265103	-76.55262933	PAXL-101-R-2004
BLACKNOSE DACE	38.64227	-76.65952	PAXL-102-R-2008
EASTERN MUDMINNOW	38.64227	-76.65952	PAXL-102-R-2008
PUMPKINSEED	38.64227	-76.65952	PAXL-102-R-2008
AMERICAN EEL	38.26552	-76.43488	PAXL-104-R-2008
BLACKNOSE DACE	38.26552	-76.43488	PAXL-104-R-2008
LEAST BROOK LAMPREY	38.26552	-76.43488	PAXL-104-R-2008
EASTERN MUDMINNOW	38.61422785	-76.58966285	PAXL-106-R-2004
TESSELLATED DARTER	38.61422785	-76.58966285	PAXL-106-R-2004
BLACKNOSE DACE	38.61422785	-76.58966285	PAXL-106-R-2004
EASTERN MUDMINNOW	38.3827612	-76.59557539	PAXL-107-R-2004
EASTERN MOSQUITOFISH	38.3827612	-76.59557539	PAXL-107-R-2004
BLACKNOSE DACE	38.3827612	-76.59557539	PAXL-107-R-2004
BLUEGILL	38.60976	-76.69191	PAXL-107-R-2008
EASTERN MUDMINNOW	38.60976	-76.69191	PAXL-107-R-2008
BROWN BULLHEAD	38.60976	-76.69191	PAXL-107-R-2008
EASTERN MUDMINNOW	38.56057744	-76.71089576	PAXL-108-R-2004
PUMPKINSEED	38.56057744	-76.71089576	PAXL-108-R-2004
AMERICAN EEL	38.56057744	-76.71089576	PAXL-108-R-2004
EASTERN MUDMINNOW	38.4260091	-76.67778647	PAXL-109-R-2004
AMERICAN EEL	38.4260091	-76.67778647	PAXL-109-R-2004
BLACKNOSE DACE	38.4260091	-76.67778647	PAXL-109-R-2004
LEAST BROOK LAMPREY	38.39137145	-76.6333811	PAXL-110-R-2004
BLACKNOSE DACE	38.39137145	-76.6333811	PAXL-110-R-2004
PUMPKINSEED	38.44486393	-76.53830105	PAXL-111-R-2004
AMERICAN EEL	38.44486393	-76.53830105	PAXL-111-R-2004
BLACKNOSE DACE	38.44486393	-76.53830105	PAXL-111-R-2004
EASTERN MUDMINNOW	38.62203908	-76.66308177	PAXL-112-R-2004
MUMMICHOG	38.62203908	-76.66308177	PAXL-112-R-2004
TESSELLATED DARTER	38.62203908	-76.66308177	PAXL-112-R-2004
BLACKNOSE DACE	38.62203908	-76.66308177	PAXL-112-R-2004
EASTERN MUDMINNOW	38.71959629	-76.6401838	PAXL-114-R-2004
LEAST BROOK LAMPREY	38.71959629	-76.6401838	PAXL-114-R-2004
REDFIN PICKEREL	38.71959629	-76.6401838	PAXL-114-R-2004
YELLOW BULLHEAD	38.71959629	-76.6401838	PAXL-114-R-2004
TESSELLATED DARTER	38.71959629	-76.6401838	PAXL-114-R-2004
BLACKNOSE DACE	38.71959629	-76.6401838	PAXL-114-R-2004
AMERICAN EEL	38.71959629	-76.6401838	PAXL-114-R-2004
EASTERN MUDMINNOW	38.51921305	-76.75714162	PAXL-115-R-2004
LEAST BROOK LAMPREY	38.51921305	-76.75714162	PAXL-115-R-2004
ROSYSIDE DACE	38.51921305	-76.75714162	PAXL-115-R-2004
BLACKNOSE DACE	38.51921305	-76.75714162	PAXL-115-R-2004
EASTERN MUDMINNOW	38.25518022	-76.41557923	PAXL-116-R-2004
PUMPKINSEED	38.25518022	-76.41557923	PAXL-116-R-2004
AMERICAN EEL	38.25518022	-76.41557923	PAXL-116-R-2004
CREEK CHUBSUCKER	38.59049478	-76.68994049	PAXL-119-R-2004
GOLDEN SHINER	38.59049478	-76.68994049	PAXL-119-R-2004
EASTERN MUDMINNOW	38.59049478	-76.68994049	PAXL-119-R-2004
EASTERN MOSQUITOFISH	38.59049478	-76.68994049	PAXL-119-R-2004
PUMPKINSEED	38.59049478	-76.68994049	PAXL-119-R-2004
MUMMICHOG	38.59049478	-76.68994049	PAXL-119-R-2004
TESSELLATED DARTER	38.59049478	-76.68994049	PAXL-119-R-2004
YELLOW BULLHEAD	38.59049478	-76.68994049	PAXL-119-R-2004
BLACKNOSE DACE	38.59049478	-76.68994049	PAXL-119-R-2004
BLUEGILL	38.59049478	-76.68994049	PAXL-119-R-2004
BANDED KILLIFISH	38.59049478	-76.68994049	PAXL-119-R-2004
AMERICAN EEL	38.59049478	-76.68994049	PAXL-119-R-2004
EASTERN MUDMINNOW	38.65804768	-76.645105	PAXL-120-R-2004
FATHEAD MINNOW	38.65804768	-76.645105	PAXL-120-R-2004
CREEK CHUBSUCKER	38.65804768	-76.645105	PAXL-120-R-2004
PUMPKINSEED	38.65804768	-76.645105	PAXL-120-R-2004
BLUEGILL	38.65804768	-76.645105	PAXL-120-R-2004
BLACKNOSE DACE	38.65804768	-76.645105	PAXL-120-R-2004
EASTERN MUDMINNOW	38.42827877	-76.67403474	PAXL-124-R-2004
AMERICAN EEL	38.42827877	-76.67403474	PAXL-124-R-2004
BLACKNOSE DACE	38.42827877	-76.67403474	PAXL-124-R-2004
CREEK CHUBSUCKER	38.59419646	-76.70624309	PAXL-125-R-2004
